HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458530.61346,2019-02-16.1112556,bE,1.41,16.384,15.427,0.091,2.451,0.203,g
2458531.65104,2019-02-17.148925,bi,1.48,16.006,15.209,0.105,2.996,0.288,g
2458531.65227,2019-02-17.1501466,bi,1.49,16.096,15.862,0.177,1.643,0.265,g
2458531.65347,2019-02-17.1513599,bi,1.47,15.981,15.512,0.142,2.266,0.294,g
2458532.37600,2019-02-17.8739371,bm,1.62,15.903,15.436,0.143,2.430,0.316,g
2458532.37721,2019-02-17.8751565,bm,1.60,15.966,15.212,0.110,2.987,0.299,g
2458532.37843,2019-02-17.8763699,bm,1.54,16.149,15.217,0.093,2.973,0.252,g
2458533.38278,2019-02-18.8807952,bm,1.68,16.041,15.469,0.130,2.357,0.279,g
2458533.38400,2019-02-18.8820156,bm,1.68,15.736,15.130,0.125,3.219,0.369,g
2458533.38521,2019-02-18.8832210,bm,1.68,15.748,15.055,0.116,3.453,0.365,g
2458534.38046,2019-02-19.8785521,bm,1.69,15.593,>15.593,99.990,1.484,0.421,g
2458534.38167,2019-02-19.8797623,bm,1.56,15.607,15.464,0.192,2.368,0.415,g
2458535.39476,2019-02-20.8929318,bm,1.57,16.021,15.053,0.090,3.458,0.284,g
2458535.39597,2019-02-20.8941475,bm,1.57,15.975,15.208,0.108,2.997,0.296,g
2458535.39717,2019-02-20.8953520,bm,1.53,15.971,15.357,0.124,2.615,0.297,g
2458535.63605,2019-02-21.1342467,bi,1.54,16.269,15.407,0.099,2.495,0.226,g
2458535.63726,2019-02-21.1354637,bi,1.54,16.278,15.425,0.100,2.455,0.224,g
2458535.63848,2019-02-21.1366832,bi,1.54,16.141,15.392,0.110,2.532,0.254,g
2458536.62000,2019-02-22.1182730,bi,1.38,16.328,15.746,0.128,1.827,0.214,g
2458536.62122,2019-02-22.1194971,bi,1.43,16.340,15.929,0.150,1.543,0.211,g
2458536.62244,2019-02-22.1207127,bi,1.37,16.426,15.878,0.132,1.618,0.195,g
2458537.35888,2019-02-22.8572112,bm,1.53,16.505,15.178,0.065,3.082,0.182,g
2458537.36010,2019-02-22.8584402,bm,1.58,16.430,15.269,0.075,2.833,0.195,g
2458537.36132,2019-02-22.8596581,bm,1.54,16.435,15.274,0.075,2.821,0.194,g
2458537.63079,2019-02-23.1291454,bi,1.38,16.504,15.279,0.071,2.808,0.182,g
2458537.63202,2019-02-23.1303753,bi,1.39,16.554,15.165,0.061,3.120,0.174,g
2458537.63324,2019-02-23.1315935,bi,1.43,16.467,15.146,0.065,3.172,0.188,g
2458538.35946,2019-02-23.8578776,bm,1.53,16.743,15.268,0.056,2.835,0.146,g
2458538.36068,2019-02-23.8590930,bm,1.55,16.705,15.257,0.058,2.866,0.151,g
2458538.36191,2019-02-23.8603274,bm,1.55,16.684,15.249,0.058,2.888,0.154,g
2458539.28401,2019-02-24.7824953,bm,1.63,16.949,15.328,0.049,2.686,0.121,g
2458539.28522,2019-02-24.7837153,bm,1.65,17.015,15.312,0.045,2.725,0.114,g
2458539.28643,2019-02-24.7849216,bm,1.68,17.094,15.317,0.042,2.711,0.106,g
2458539.69741,2019-02-25.1959321,bq,1.46,16.400,15.201,0.072,3.019,0.200,g
2458539.69862,2019-02-25.1971458,bq,1.46,16.402,15.144,0.069,3.180,0.200,g
2458539.69984,2019-02-25.1983673,bq,1.48,16.500,15.310,0.073,2.727,0.183,g
2458540.27288,2019-02-25.7714465,bm,2.06,16.461,15.226,0.070,2.946,0.190,g
2458540.27529,2019-02-25.7738565,bm,2.02,15.600,15.494,0.200,2.304,0.421,g
2458540.70839,2019-02-26.2070006,bq,1.41,16.958,15.340,0.049,2.655,0.120,g
2458540.70960,2019-02-26.2082141,bq,1.50,16.951,15.289,0.047,2.784,0.121,g
2458540.71082,2019-02-26.2094333,bq,1.50,17.009,15.394,0.049,2.526,0.114,g
2458541.60937,2019-02-27.1080645,bE,1.53,17.056,15.391,0.047,2.532,0.110,g
2458541.61069,2019-02-27.1093768,bE,1.48,17.131,15.370,0.043,2.584,0.103,g
2458541.61194,2019-02-27.1106401,bE,1.43,16.997,15.265,0.044,2.845,0.116,g
2458542.61560,2019-02-28.1143681,bi,1.35,16.893,15.314,0.051,2.719,0.127,g
2458542.61682,2019-02-28.1155943,bi,1.35,16.958,15.380,0.051,2.558,0.120,g
2458542.61804,2019-02-28.1168112,bi,1.39,16.957,15.342,0.049,2.649,0.120,g
2458543.34722,2019-02-28.8460572,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458543.34843,2019-02-28.8472673,bm,1.48,17.045,15.346,0.046,2.641,0.112,g
2458543.34966,2019-02-28.8484878,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458543.69125,2019-03-01.1901178,bq,1.53,17.040,15.271,0.043,2.830,0.111,g
2458543.69246,2019-03-01.1913254,bq,1.50,17.006,15.354,0.048,2.620,0.115,g
2458543.69369,2019-03-01.1925548,bq,1.52,16.974,15.398,0.051,2.517,0.118,g
2458544.34925,2019-03-01.8481625,bm,1.50,17.018,15.242,0.043,2.904,0.114,g
2458544.35045,2019-03-01.8493665,bm,1.55,17.032,15.178,0.040,3.082,0.112,g
2458544.35166,2019-03-01.8505790,bm,1.53,17.010,15.287,0.045,2.787,0.115,g
2458544.69555,2019-03-02.1945049,bq,1.49,16.673,15.175,0.055,3.089,0.156,g
2458544.69677,2019-03-02.1957209,bq,1.42,16.857,15.266,0.050,2.842,0.131,g
2458544.69799,2019-03-02.1969388,bq,1.47,16.834,15.281,0.052,2.804,0.134,g
2458545.36334,2019-03-02.8623406,bm,1.55,17.066,15.309,0.043,2.732,0.109,g
2458545.36456,2019-03-02.8635591,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2458545.36577,2019-03-02.8647748,bm,1.60,99.990,99.990,99.990,99.990,99.990,g
2458545.69176,2019-03-03.1908018,bq,1.47,16.633,15.388,0.069,2.539,0.162,g
2458545.69298,2019-03-03.1920181,bq,1.47,16.846,15.390,0.057,2.537,0.133,g
2458545.69420,2019-03-03.1932343,bq,1.50,16.701,15.336,0.062,2.666,0.152,g
2458546.35129,2019-03-03.8503788,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458546.35249,2019-03-03.8515854,bm,1.51,17.017,15.368,0.048,2.586,0.114,g
2458546.35370,2019-03-03.8527907,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458546.69526,2019-03-04.1943677,bq,1.67,16.651,15.310,0.064,2.729,0.159,g
2458546.69646,2019-03-04.1955739,bq,2.15,16.377,15.285,0.080,2.794,0.205,g
2458546.69768,2019-03-04.1967917,bq,1.80,16.599,15.400,0.072,2.513,0.167,g
2458548.29991,2019-03-05.7991652,bm,1.56,17.083,15.301,0.042,2.752,0.107,g
2458548.30112,2019-03-05.8003723,bm,1.55,17.070,15.270,0.042,2.831,0.108,g
2458548.30232,2019-03-05.8015787,bm,1.57,17.054,15.401,0.048,2.510,0.110,g
2458548.69382,2019-03-06.1931091,bq,1.51,16.634,15.239,0.061,2.913,0.162,g
2458548.69504,2019-03-06.1943253,bq,1.47,16.747,15.172,0.051,3.099,0.146,g
2458548.69626,2019-03-06.1955410,bq,1.48,16.749,15.186,0.052,3.060,0.145,g
2458549.31756,2019-03-06.8168956,bm,1.54,17.021,15.240,0.042,2.912,0.113,g
2458549.31916,2019-03-06.8185,bm,1.52,17.013,15.313,0.046,2.721,0.114,g
2458549.32040,2019-03-06.8197406,bm,1.53,16.940,15.284,0.047,2.795,0.122,g
2458549.68138,2019-03-07.1807472,bq,1.52,16.835,15.264,0.051,2.846,0.134,g
2458549.68258,2019-03-07.1819615,bq,1.56,16.930,15.265,0.047,2.843,0.123,g
2458549.68380,2019-03-07.1831773,bq,1.50,16.914,15.285,0.049,2.793,0.125,g
2458550.67965,2019-03-08.1791195,bq,1.50,99.990,99.990,99.990,99.990,99.990,g
2458550.68086,2019-03-08.1803275,bq,1.45,99.990,99.990,99.990,99.990,99.990,g
2458550.68208,2019-03-08.1815447,bq,1.55,99.990,99.990,99.990,99.990,99.990,g
2458554.28345,2019-03-11.7832202,bm,2.31,99.990,99.990,99.990,99.990,99.990,g
2458554.28466,2019-03-11.7844326,bm,2.36,99.990,99.990,99.990,99.990,99.990,g
2458554.28587,2019-03-11.7856447,bm,2.37,99.990,99.990,99.990,99.990,99.990,g
2458555.27925,2019-03-12.7791001,bm,1.53,17.046,15.471,0.051,2.352,0.111,g
2458555.28047,2019-03-12.7803208,bm,1.49,16.897,15.592,0.066,2.105,0.127,g
2458555.28167,2019-03-12.7815281,bm,1.52,16.913,15.373,0.053,2.575,0.125,g
2458558.57010,2019-03-16.0702355,bi,1.48,16.577,15.375,0.072,2.570,0.170,g
2458558.57132,2019-03-16.0714569,bi,1.48,16.382,15.554,0.102,2.179,0.204,g
2458558.57254,2019-03-16.0726795,bi,1.47,16.375,15.632,0.111,2.029,0.205,g
2458559.28544,2019-03-16.7856355,bm,1.54,16.368,15.531,0.101,2.227,0.206,g
2458559.28665,2019-03-16.7868524,bm,1.47,16.359,15.251,0.079,2.880,0.208,g
2458559.28786,2019-03-16.7880591,bm,1.54,16.476,15.474,0.087,2.346,0.187,g
2458559.64888,2019-03-17.1491158,bq,1.55,16.192,15.529,0.119,2.230,0.242,g
2458559.65009,2019-03-17.1503335,bq,1.56,16.231,15.805,0.148,1.730,0.234,g
2458559.65131,2019-03-17.1515504,bq,1.54,16.038,15.503,0.134,2.284,0.279,g
2458560.30322,2019-03-17.8035103,bm,1.58,16.229,15.313,0.094,2.720,0.234,g
2458560.30443,2019-03-17.8047157,bm,1.60,16.229,15.206,0.085,3.004,0.234,g
2458560.30563,2019-03-17.8059254,bm,1.63,16.229,15.295,0.093,2.766,0.234,g
2458561.26526,2019-03-18.7656385,bm,1.55,16.232,15.524,0.114,2.240,0.234,g
2458561.26647,2019-03-18.7668471,bm,1.57,16.207,15.520,0.116,2.249,0.239,g
2458561.26769,2019-03-18.7680626,bm,1.59,16.337,15.599,0.111,2.092,0.212,g
2458561.56348,2019-03-19.0638796,bi,1.45,16.216,15.611,0.126,2.068,0.237,g
2458561.56470,2019-03-19.0650974,bi,1.47,16.288,15.673,0.124,1.953,0.222,g
2458561.56591,2019-03-19.0663156,bi,1.48,16.133,15.627,0.137,2.039,0.256,g
2458562.29294,2019-03-19.7933998,bm,1.58,16.093,15.965,0.195,1.493,0.265,g
2458562.29432,2019-03-19.7947759,bm,1.56,16.118,15.568,0.132,2.153,0.259,g
2458562.29559,2019-03-19.7960456,bm,1.58,16.243,15.633,0.125,2.028,0.231,g
2458562.65588,2019-03-20.1563768,bq,1.68,15.781,15.534,0.175,2.221,0.354,g
2458562.65709,2019-03-20.1575915,bq,1.59,15.794,15.444,0.159,2.412,0.350,g
2458562.65832,2019-03-20.1588153,bq,1.59,15.697,15.378,0.163,2.565,0.382,g
2458563.30039,2019-03-20.8009412,bm,1.61,16.124,15.331,0.106,2.678,0.258,g
2458563.30160,2019-03-20.8021497,bm,1.64,15.946,15.734,0.180,1.847,0.304,g
2458563.30281,2019-03-20.8033618,bm,1.63,15.992,15.305,0.116,2.741,0.292,g
2458564.29952,2019-03-21.8001561,bm,1.51,16.032,15.481,0.132,2.333,0.281,g
2458564.30073,2019-03-21.8013615,bm,1.55,16.096,15.491,0.125,2.311,0.265,g
2458564.30193,2019-03-21.8025679,bm,1.57,16.031,15.562,0.142,2.163,0.281,g
2458565.32248,2019-03-22.8232038,bm,1.65,15.429,15.035,0.153,3.517,0.489,g
2458565.32369,2019-03-22.8244160,bm,1.60,15.356,15.109,0.174,3.286,0.523,g
2458565.32491,2019-03-22.8256353,bm,1.60,15.534,>15.534,99.990,1.816,0.444,g
2458565.64535,2019-03-23.1460974,bq,1.48,15.961,15.393,0.130,2.529,0.300,g
2458565.64657,2019-03-23.1473211,bq,1.45,15.673,15.145,0.135,3.177,0.391,g
2458565.64780,2019-03-23.1485481,bq,1.50,15.317,15.278,0.211,2.811,0.543,g
2458566.29362,2019-03-23.7944276,bm,1.56,15.771,15.219,0.132,2.967,0.357,g
2458566.29483,2019-03-23.7956319,bm,1.57,15.608,15.053,0.131,3.460,0.415,g
2458566.29604,2019-03-23.7968538,bm,1.54,15.345,>15.345,99.990,2.605,0.530,g
2458566.54680,2019-03-24.0476270,bE,1.47,16.780,15.392,0.061,2.531,0.141,g
2458566.54806,2019-03-24.0488932,bE,1.49,16.837,15.366,0.056,2.591,0.134,g
2458566.54936,2019-03-24.0501894,bE,1.38,16.698,15.229,0.057,2.939,0.152,g
2458567.54613,2019-03-25.0470390,bi,1.44,16.939,15.483,0.057,2.328,0.122,g
2458567.54734,2019-03-25.0482546,bi,1.46,17.013,15.491,0.054,2.310,0.114,g
2458567.54855,2019-03-25.0494680,bi,1.41,16.976,15.450,0.054,2.399,0.118,g
2458569.53332,2019-03-27.0344021,bi,1.34,16.894,15.411,0.056,2.487,0.128,g
2458569.53454,2019-03-27.0356228,bi,1.43,16.781,15.318,0.057,2.711,0.141,g
2458569.53576,2019-03-27.0368409,bi,1.39,16.807,15.334,0.056,2.669,0.138,g
2458572.52284,2019-03-30.0241767,bi,1.41,16.595,15.233,0.062,2.929,0.167,g
2458572.52406,2019-03-30.0253960,bi,1.36,16.761,15.394,0.062,2.527,0.144,g
2458572.52527,2019-03-30.0266119,bi,1.38,16.635,15.452,0.074,2.394,0.161,g
2458575.51732,2019-04-02.0189045,bi,1.36,16.965,15.327,0.048,2.688,0.119,g
2458575.51854,2019-04-02.0201246,bi,1.40,16.864,15.412,0.057,2.483,0.131,g
2458575.51975,2019-04-02.0213414,bi,1.42,16.839,15.362,0.056,2.600,0.134,g
2458576.62433,2019-04-03.1260028,bq,1.74,15.512,15.450,0.207,2.399,0.453,g
2458576.62555,2019-04-03.1272246,bq,1.64,14.979,14.867,0.198,4.104,0.742,g
2458577.27200,2019-04-03.7737231,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458577.27332,2019-04-03.7750458,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458577.27462,2019-04-03.7763483,bm,1.62,99.990,99.990,99.990,99.990,99.990,g
2458577.53080,2019-04-04.0325453,bE,1.46,16.868,15.217,0.048,2.973,0.130,g
2458577.53207,2019-04-04.0338133,bE,1.47,16.878,15.354,0.054,2.622,0.129,g
2458577.53335,2019-04-04.0350971,bE,1.48,16.919,15.176,0.044,3.088,0.125,g
2458577.62485,2019-04-04.1266075,bq,1.49,16.959,15.380,0.051,2.560,0.120,g
2458577.62607,2019-04-04.1278223,bq,1.50,16.745,15.309,0.058,2.732,0.146,g
2458579.48041,2019-04-05.9823192,bi,1.48,16.673,15.445,0.071,2.411,0.156,g
2458579.48164,2019-04-05.9835523,bi,1.41,16.647,15.561,0.081,2.165,0.160,g
2458579.48286,2019-04-05.9847692,bi,1.41,16.790,15.356,0.058,2.616,0.140,g
2458580.49928,2019-04-07.0012665,bE,1.45,17.061,15.244,0.041,2.901,0.109,g
2458580.50062,2019-04-07.0026100,bE,1.51,16.953,15.353,0.050,2.624,0.121,g
2458580.50189,2019-04-07.0038751,bE,1.50,16.956,15.454,0.055,2.392,0.120,g
2458582.50143,2019-04-09.0035771,bE,1.57,16.979,15.189,0.042,3.048,0.118,g
2458582.50271,2019-04-09.0048559,bE,1.57,16.952,15.254,0.046,2.873,0.121,g
2458582.50398,2019-04-09.0061187,bE,1.53,16.940,15.335,0.050,2.665,0.122,g
2458583.49510,2019-04-09.9973195,bi,1.43,16.761,15.442,0.065,2.417,0.144,g
2458583.49632,2019-04-09.9985425,bi,1.42,16.831,15.315,0.054,2.716,0.135,g
2458583.49754,2019-04-09.9997628,bi,1.45,16.934,15.395,0.053,2.523,0.123,g
2458584.49093,2019-04-10.9932341,bi,1.41,16.724,15.420,0.066,2.467,0.149,g
2458584.49215,2019-04-10.9944520,bi,1.36,16.697,15.338,0.063,2.659,0.153,g
2458584.49338,2019-04-10.9956821,bi,1.39,16.780,15.405,0.062,2.501,0.141,g
2458586.49777,2019-04-13.0002305,bE,1.51,16.534,15.366,0.075,2.592,0.177,g
2458586.49906,2019-04-13.0015225,bE,1.50,16.595,15.369,0.071,2.586,0.167,g
2458586.50034,2019-04-13.0027895,bE,1.46,16.585,15.436,0.076,2.430,0.169,g
2458587.21231,2019-04-13.7148156,bm,1.63,15.665,14.973,0.116,3.724,0.394,g
2458588.24244,2019-04-14.7450162,bm,2.04,13.915,>13.915,99.990,3.459,1.973,g
2458589.49259,2019-04-15.9952710,bE,1.51,16.344,15.242,0.079,2.906,0.211,g
2458589.49388,2019-04-15.9965535,bE,1.46,16.289,15.443,0.101,2.413,0.222,g
2458589.49515,2019-04-15.9978258,bE,1.52,16.295,15.382,0.094,2.555,0.221,g
2458590.48322,2019-04-16.9859685,bi,1.41,16.265,15.427,0.101,2.450,0.227,g
2458590.48444,2019-04-16.9871892,bi,1.38,16.253,15.464,0.106,2.369,0.229,g
2458590.48567,2019-04-16.9884144,bi,1.41,16.268,15.623,0.121,2.046,0.226,g
2458590.52092,2019-04-17.0236767,bE,1.60,16.089,15.555,0.134,2.178,0.266,g
2458590.52220,2019-04-17.0249501,bE,1.54,16.170,15.620,0.132,2.051,0.247,g
2458590.52355,2019-04-17.0262962,bE,1.49,16.028,15.728,0.166,1.857,0.282,g
2458591.47467,2019-04-17.9774869,bE,1.53,16.272,15.257,0.086,2.865,0.225,g
2458591.47594,2019-04-17.9787596,bE,1.54,16.267,15.239,0.085,2.912,0.226,g
2458591.47720,2019-04-17.9800277,bE,1.58,16.226,15.347,0.098,2.637,0.235,g
2458593.46264,2019-04-19.9655994,bi,1.96,14.233,>14.233,99.990,-0.937,1.472,g
2458593.47375,2019-04-19.9767099,bi,1.43,99.990,99.990,99.990,99.990,99.990,g
2458593.47497,2019-04-19.9779319,bi,1.41,99.990,99.990,99.990,99.990,99.990,g
2458593.47618,2019-04-19.9791476,bi,1.54,99.990,99.990,99.990,99.990,99.990,g
2458594.47947,2019-04-20.9825087,bE,1.59,16.715,15.296,0.059,2.765,0.150,g
2458594.48074,2019-04-20.9837774,bE,1.51,16.739,15.211,0.054,2.992,0.147,g
2458594.48201,2019-04-20.9850434,bE,1.51,16.591,15.172,0.059,3.101,0.168,g
2458594.50046,2019-04-21.0034944,bi,1.49,16.211,15.173,0.084,3.097,0.238,g
2458594.50168,2019-04-21.0047104,bi,1.42,16.206,15.563,0.121,2.162,0.239,g
2458594.50289,2019-04-21.0059356,bi,1.41,16.267,15.390,0.098,2.535,0.226,g
2458597.46590,2019-04-23.9691288,bi,1.66,16.511,15.394,0.078,2.525,0.181,g
2458597.46712,2019-04-23.9703503,bi,1.68,16.561,15.363,0.073,2.598,0.173,g
2458597.46833,2019-04-23.9715662,bi,1.64,16.482,15.306,0.074,2.739,0.186,g
2458599.47355,2019-04-25.9769177,bi,1.44,16.671,15.436,0.070,2.429,0.156,g
2458599.47477,2019-04-25.9781369,bi,1.49,16.784,15.273,0.054,2.823,0.141,g
2458599.47599,2019-04-25.9793559,bi,1.46,16.827,15.380,0.058,2.559,0.135,g
2458601.45696,2019-04-27.9604554,bi,1.57,15.894,>15.894,99.990,0.848,0.319,g
2458601.45818,2019-04-27.9616723,bi,1.60,15.975,>15.975,99.990,0.854,0.296,g
2458678.93643,2019-07-14.4409192,bi,1.44,16.241,16.074,0.188,1.350,0.232,g
2458678.93765,2019-07-14.4421372,bi,1.42,16.072,>16.072,99.990,0.686,0.271,g
2458678.93886,2019-07-14.4433520,bi,1.50,15.857,>15.857,99.990,1.486,0.330,g
2458693.64973,2019-07-29.1535074,bm,1.64,16.635,16.218,0.149,1.182,0.161,g
2458693.65096,2019-07-29.1547253,bm,1.55,16.506,16.486,0.215,0.924,0.181,g
2458693.65217,2019-07-29.1559414,bm,1.61,16.581,>16.581,99.990,0.808,0.169,g
2458694.93198,2019-07-30.4356809,bE,1.48,16.534,15.747,0.106,1.824,0.177,g
2458695.92876,2019-07-31.4323990,bE,1.51,16.693,15.575,0.078,2.138,0.153,g
2458695.93002,2019-07-31.4336652,bE,1.49,16.582,15.369,0.072,2.586,0.169,g
2458695.93129,2019-07-31.4349297,bE,1.46,16.678,15.657,0.086,1.981,0.155,g
2458696.93272,2019-08-01.4363050,bE,1.51,16.436,15.500,0.092,2.292,0.194,g
2458697.92942,2019-08-02.4329403,bE,1.56,16.629,15.504,0.078,2.281,0.162,g
2458697.93076,2019-08-02.4342755,bE,1.55,16.477,15.710,0.108,1.889,0.186,g
2458697.93203,2019-08-02.4355487,bE,1.55,16.449,15.493,0.091,2.305,0.191,g
2458698.92974,2019-08-03.4331975,bE,1.48,16.717,15.709,0.087,1.890,0.149,g
2458698.93103,2019-08-03.4344912,bE,1.48,16.610,15.898,0.114,1.588,0.165,g
2458698.93230,2019-08-03.4357575,bE,1.54,16.409,15.667,0.111,1.963,0.198,g
2458699.92741,2019-08-04.4308008,bi,1.41,16.792,15.735,0.083,1.844,0.140,g
2458699.92863,2019-08-04.4320225,bi,1.43,16.612,15.510,0.079,2.270,0.165,g
2458699.92985,2019-08-04.4332371,bi,1.48,16.693,15.780,0.095,1.769,0.153,g
2458700.91412,2019-08-05.4174557,bi,1.43,16.982,15.511,0.056,2.269,0.117,g
2458700.91535,2019-08-05.4186787,bi,1.42,16.850,15.406,0.058,2.498,0.132,g
2458700.91656,2019-08-05.4198891,bi,1.42,16.891,15.416,0.056,2.475,0.128,g
2458701.92160,2019-08-06.4248653,bi,1.43,16.817,15.525,0.067,2.238,0.137,g
2458701.92281,2019-08-06.4260767,bi,1.37,16.798,15.419,0.061,2.468,0.139,g
2458701.92403,2019-08-06.4272960,bi,1.36,16.694,15.374,0.065,2.572,0.153,g
2458702.65520,2019-08-07.1584148,bm,1.59,16.858,15.374,0.056,2.574,0.131,g
2458702.65642,2019-08-07.1596293,bm,1.60,17.008,15.370,0.048,2.583,0.114,g
2458702.65763,2019-08-07.1608488,bm,1.57,16.935,15.338,0.050,2.659,0.122,g
2458703.90447,2019-08-08.4075988,bi,1.39,17.003,15.693,0.065,1.918,0.115,g
2458703.90568,2019-08-08.4088125,bi,1.38,16.911,15.574,0.064,2.141,0.125,g
2458703.90691,2019-08-08.4100355,bi,1.41,16.862,15.600,0.068,2.090,0.131,g
2458704.63994,2019-08-09.1430252,bm,1.64,99.990,99.990,99.990,99.990,99.990,g
2458704.66327,2019-08-09.1663468,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458704.66447,2019-08-09.1675571,bm,1.56,99.990,99.990,99.990,99.990,99.990,g
2458704.66569,2019-08-09.1687718,bm,1.61,99.990,99.990,99.990,99.990,99.990,g
2458704.91962,2019-08-09.4226820,bi,1.47,16.957,16.263,0.116,1.134,0.120,g
2458704.92084,2019-08-09.4239015,bi,1.47,17.011,16.222,0.106,1.179,0.114,g
2458704.92205,2019-08-09.4251185,bi,1.44,16.894,16.516,0.155,0.899,0.127,g
2458705.65674,2019-08-10.1597585,bm,1.52,16.901,15.800,0.079,1.738,0.126,g
2458705.65796,2019-08-10.1609684,bm,1.52,17.009,15.819,0.073,1.707,0.114,g
2458705.65916,2019-08-10.1621784,bm,1.57,17.144,15.886,0.069,1.606,0.101,g
2458705.92030,2019-08-10.4232949,bE,1.50,16.937,15.692,0.070,1.919,0.122,g
2458705.92157,2019-08-10.4245625,bE,1.46,16.994,15.842,0.076,1.673,0.116,g
2458705.92283,2019-08-10.4258246,bE,1.47,16.947,15.710,0.070,1.888,0.121,g
2458707.89348,2019-08-12.3963364,bi,1.43,16.856,15.540,0.065,2.208,0.132,g
2458707.89470,2019-08-12.3975487,bi,1.43,16.936,15.597,0.064,2.094,0.122,g
2458707.89591,2019-08-12.3987629,bi,1.41,16.831,15.594,0.070,2.101,0.135,g
2458708.64313,2019-08-13.1459260,bm,1.50,16.362,15.520,0.101,2.249,0.207,g
2458708.64433,2019-08-13.1471351,bm,1.52,16.430,15.509,0.094,2.272,0.195,g
2458708.64556,2019-08-13.1483543,bm,1.45,16.441,15.296,0.076,2.767,0.193,g
2458709.88735,2019-08-14.3900582,bi,1.49,16.095,15.600,0.139,2.090,0.265,g
2458709.88856,2019-08-14.3912740,bi,1.48,15.822,>15.822,99.990,1.048,0.341,g
2458709.88978,2019-08-14.3924913,bi,1.46,16.100,15.713,0.153,1.883,0.264,g
2458711.88566,2019-08-16.3882285,bE,1.53,15.846,15.664,0.186,1.969,0.333,g
2458711.88694,2019-08-16.3895038,bE,1.52,15.869,15.782,0.202,1.767,0.326,g
2458711.88820,2019-08-16.3907685,bE,1.55,15.943,15.675,0.171,1.950,0.305,g
2458713.64145,2019-08-18.1438842,bm,1.60,16.101,15.686,0.150,1.930,0.264,g
2458713.64270,2019-08-18.1451387,bm,1.60,16.074,15.573,0.138,2.141,0.270,g
2458713.92452,2019-08-18.4269346,bE,1.54,16.285,15.472,0.104,2.350,0.223,g
2458713.92579,2019-08-18.4282023,bE,1.51,16.217,15.854,0.157,1.654,0.237,g
2458713.92707,2019-08-18.4294833,bE,1.53,16.229,15.653,0.129,1.990,0.234,g
2458714.11218,2019-08-18.6145754,bA,1.72,15.999,15.745,0.173,1.828,0.290,g
2458714.11344,2019-08-18.6158408,bA,1.65,16.372,15.480,0.096,2.334,0.206,g
2458714.11472,2019-08-18.6171182,bA,1.67,16.214,15.880,0.161,1.614,0.238,g
2458715.11168,2019-08-19.6140047,bA,1.72,16.233,15.890,0.160,1.599,0.233,g
2458715.11296,2019-08-19.6152792,bA,1.70,16.108,15.627,0.141,2.039,0.262,g
2458715.11423,2019-08-19.6165537,bA,1.73,16.211,15.628,0.128,2.036,0.238,g
2458716.65801,2019-08-21.1602137,bm,1.56,16.538,15.680,0.099,1.940,0.176,g
2458716.65922,2019-08-21.1614276,bm,1.51,16.537,15.509,0.085,2.271,0.177,g
2458716.66043,2019-08-21.1626334,bm,1.56,16.466,15.642,0.103,2.010,0.188,g
2458717.90289,2019-08-22.4049938,bE,1.49,16.706,15.343,0.062,2.648,0.151,g
2458717.90416,2019-08-22.4062633,bE,1.54,16.642,15.327,0.065,2.687,0.160,g
2458717.90544,2019-08-22.4075469,bE,1.49,16.618,15.523,0.080,2.244,0.164,g
2458722.89199,2019-08-27.3937037,bi,1.45,16.867,15.427,0.058,2.449,0.131,g
2458722.89321,2019-08-27.3949216,bi,1.41,16.885,15.454,0.059,2.390,0.128,g
2458722.89443,2019-08-27.3961410,bi,1.42,16.884,15.412,0.056,2.484,0.128,g
2458723.90056,2019-08-28.4021892,bi,1.47,16.714,15.484,0.070,2.325,0.150,g
2458723.90178,2019-08-28.4034062,bi,1.44,16.777,15.438,0.064,2.426,0.142,g
2458724.90527,2019-08-29.4068214,bE,1.47,17.018,15.442,0.051,2.418,0.113,g
2458724.90654,2019-08-29.4080861,bE,1.50,16.967,15.396,0.051,2.521,0.119,g
2458724.90781,2019-08-29.4093564,bE,1.45,16.973,15.470,0.055,2.356,0.118,g
2458725.91007,2019-08-30.4115381,bi,1.37,17.035,15.630,0.060,2.033,0.112,g
2458725.91129,2019-08-30.4127564,bi,1.46,16.889,15.535,0.063,2.218,0.128,g
2458725.91251,2019-08-30.4139770,bi,1.38,16.939,15.582,0.063,2.123,0.122,g
2458726.88734,2019-08-31.3887288,bi,1.41,16.919,15.947,0.089,1.518,0.124,g
2458726.88855,2019-08-31.3899387,bi,1.38,16.940,15.778,0.075,1.774,0.122,g
2458726.88978,2019-08-31.3911664,bi,1.39,16.941,15.750,0.073,1.821,0.122,g
2458727.89031,2019-09-01.3916184,bi,1.38,16.947,15.493,0.057,2.307,0.121,g
2458727.89153,2019-09-01.3928321,bi,1.39,16.903,15.522,0.061,2.243,0.126,g
